0,1,2,3,4,5,6,7
27.512306,27.414326,27.200447,26.83214,26.245222,25.876911,25.663034,25.565054
27.414324,27.321188,27.117329,26.764082,26.195002,25.841755,25.637894,25.54476
27.200447,27.117329,26.934956,26.616102,26.09065,25.7718,25.589426,25.506306
26.83214,26.764078,26.6161,26.359228,25.927483,25.670612,25.522633,25.454573
26.24522,26.195002,26.09065,25.927483,25.71545,25.552282,25.447931,25.397713
25.876911,25.841753,25.771797,25.670612,25.552282,25.451096,25.381138,25.345984
25.663034,25.637894,25.589426,25.522633,25.447931,25.381138,25.332668,25.307528
25.565056,25.544762,25.506306,25.454573,25.397713,25.345982,25.307528,25.287233
