0,1,2,3,4,5,6,7
29.626242,29.619059,29.590902,29.515055,29.34802,29.228857,29.15113,29.112675
29.619057,29.571373,29.512838,29.417023,29.24865,29.120008,29.034086,28.991302
29.5909,29.512838,29.389217,29.242598,29.044783,28.886509,28.780508,28.728052
29.515055,29.417025,29.2426,29.000475,28.709425,28.48767,28.346178,28.278133
29.348022,29.24865,29.044783,28.709423,28.168085,27.842312,27.653261,27.56596
29.228855,29.120008,28.886509,28.48767,27.842314,27.44792,27.221066,27.117302
29.151133,29.034086,28.78051,28.346178,27.653263,27.221066,26.970613,26.855871
29.112675,28.991304,28.728052,28.278133,27.56596,27.117302,26.855871,26.735819
