0,1,2,3,4,5,6,7
10,0,10,0,10,0,10,0
0,10,0,10,0,10,0,10
10,0,10,0,10,0,10,0
0,10,0,10,0,10,0,10
10,0,10,0,10,0,10,0
0,10,0,10,0,10,0,10
10,0,10,0,10,0,10,0
0,10,0,10,0,10,0,10
