0,1,2,3,4,5,6,7
30.439383,30.488865,30.581861,30.708363,30.85503,31.004976,31.136637,31.221666
30.488867,30.497581,30.559658,30.663023,30.792807,30.930984,31.055208,31.136637
30.581861,30.559658,30.557838,30.613396,30.708273,30.82213,30.930984,31.004976
30.708363,30.663025,30.613398,30.593288,30.632921,30.708273,30.792807,30.85503
30.85503,30.792807,30.708275,30.632921,30.593288,30.613396,30.663023,30.708359
31.004976,30.930986,30.822132,30.708273,30.613396,30.557837,30.559656,30.581858
31.136637,31.055208,30.930986,30.792807,30.663023,30.559656,30.497578,30.488861
31.221666,31.136637,31.004976,30.85503,30.708363,30.581861,30.488863,30.43938
